president,congress,congress_start_year,congress_end_year,nominee,court_name,nomination_date,recess_appointment,outcome
"George W. Bush (2001-2009)
",109th,2005,2006,"Kethledge, Raymond M. (1)",Sixth Circuit,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Livingston, Debra A. (1)",Second Circuit,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Maloney, Paul L. (1)",Western District of Michigan,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Murphy, Stephen J. III",Sixth Circuit,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Neff, Janet T. (1)",Western District of Michigan,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Keisler, Peter D.",District of Columbia Circuit,2006-06-29 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Fischer, Nora B. (1)",Western District of Pennsylvania,2006-07-13 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Lioi, Sara E. (1)",Northern District of Ohio,2006-07-13 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Mauskopf, Roslynn R. (1)",Eastern District of New York,2006-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"O'Grady, Liam (1)",Eastern District of Virginia,2006-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"O'Neil, Lawrence J. (1)",Eastern District of California,2006-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Boyle, Terrence W.",Fourth Circuit,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Haynes, William J. II",Fourth Circuit,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Myers, William G. III",Ninth Circuit,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Ozerden, Halil S. (1)",Southern District of Mississippi,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Smith, N. Randy",Ninth Circuit,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wallace, Michael B.",Fifth Circuit,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wright, Otis D. III (1)",Central District of California,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wu, George H. (1)",Central District of California,2006-09-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Hardiman, Thomas M. (1)",Third Circuit,2006-09-13 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Osteen, William L., Jr. (1)",Middle District of North Carolina,2006-09-29 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Reidinger, Martin K. (1)",Western District of North Carolina,2006-09-29 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Schroeder, Thomas D. (1)",Middle District of North Carolina,2006-09-29 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Boyle, Terrence W.",Fourth Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Haynes, William J. II",Fourth Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Keisler, Peter D.",District of Columbia Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Myers, William G. III",Ninth Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Rogan, James E.",Central District of California,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Settle, Benjamin H. (1)",Western District of Washington,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Smith, N. Randy",Ninth Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wallace, Michael B.",Fifth Circuit,2006-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Kapala, Frederick J. (1)",Northern District of Illinois,2006-12-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Farr, Thomas A.",Eastern District of North Carolina,2006-12-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Donohue, Mary O.",Northern District of New York,2007-01-09 00:00:00,False,"withdrawn by president September 6, 2007"
"George W. Bush (2001-2009)
",110th,2007,2009,"Farr, Thomas A.",Eastern District of North Carolina,2007-01-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Keisler, Peter D.",District of Columbia Circuit,2007-01-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Rogan, James E.",Central District of California,2007-01-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Smith, N. Randy",Ninth Circuit,2007-01-09 00:00:00,False,"withdrawn by president January 16, 2007"
"George W. Bush (2001-2009)
",110th,2007,2009,"Dugas, David R.",Middle District of Louisiana,2007-03-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Honaker, Richard H.",District of Wyoming,2007-03-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Murphy, Stephen J. III",Sixth Circuit,2007-03-19 00:00:00,False,"withdrawn by president April 15, 2008"
"George W. Bush (2001-2009)
",110th,2007,2009,"Powell, William J.",Northern District of West Virginia,2007-05-24 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Puryear, Gustavus A. IV",Middle District of Tennessee,2007-06-13 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Conrad, Robert J., Jr.",Fourth Circuit,2007-07-17 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Stone, Shalom D.",Third Circuit,2007-07-17 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Getchell, E. Duncan",Fourth Circuit,2007-09-06 00:00:00,False,"withdrawn by president January 23, 2008"
"George W. Bush (2001-2009)
",110th,2007,2009,"Matthews, Steve A.",Fourth Circuit,2007-09-06 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Almond, Lincoln D.",District of Rhode Island,2007-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Novak, David J.",Eastern District of Virginia,2007-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Pratter, Gene E.K.",Third Circuit,2007-11-15 00:00:00,False,"withdrawn by president July 24, 2008"
"George W. Bush (2001-2009)
",110th,2007,2009,"Rosenstein, Rod J.",Fourth Circuit,2007-11-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Short, Carolyn P.",Eastern District of Pennsylvania,2007-11-15 00:00:00,False,"withdrawn by president July 24, 2008"
"George W. Bush (2001-2009)
",110th,2007,2009,"Smith, William E.",First Circuit,2007-12-06 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Connolly, Colm F.",District of Delaware,2008-02-26 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Conrad, Glen E.",Fourth Circuit,2008-05-08 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"O'Neill, Michael",District of the District of Columbia,2008-06-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Rosen, Jeffrey A.",District of the District of Columbia,2008-06-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Goldberg, Gregory E.",District of Colorado,2008-07-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Jung, William F.",Middle District of Florida,2008-07-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Dugan, Timothy G.",Eastern District of Wisconsin,2008-07-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Hernandez, Marco A. (1)",District of Oregon,2008-07-23 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Diamond, Paul S.",Third Circuit,2008-07-24 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Short, Carolyn P.",Eastern District of Pennsylvania,2008-07-24 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Barry, J. Richard",Southern District of Mississippi,2008-07-31 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Marcelle, Thomas",Northern District of New York,2008-07-31 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Tharp, John J., Jr.",Northern District of Illinois,2008-07-31 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Davis, J. Mac",District of Wisconsin,2008-09-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Preska, Loretta A.",Second Circuit,2008-09-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",110th,2007,2009,"Simon, Philip P.",Seventh Circuit,2008-09-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Chen, Edward M. (1)",Northern District of California,2009-08-06 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Butler, Louis B., Jr.",Western District of Wisconsin,2009-09-30 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Butler, Louis B., Jr.",Western District of Wisconsin,2010-01-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Chen, Edward M. (1)",Northern District of California,2010-01-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Chatigny, Robert N.",Second Circuit,2010-02-24 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Liu, Goodwin",Ninth Circuit,2010-02-24 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"McConnell, John J., Jr. (1)",District of Rhode Island,2010-03-10 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Totenberg, Amy M. (1)",Northern District of Georgia,2010-03-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"DuMont, Edward C.",Federal Circuit,2010-04-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Holmes, Paul K. III (1)",Western District of Arkansas,2010-04-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Battaglia, Anthony J. (1)",Southern District of California,2010-05-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Carney, Susan L. (1)",Second Circuit,2010-05-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Davila, Edward J. (1)",Northern District of California,2010-05-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Cogburn, Max O., Jr. (1)",Western District of North Carolina,2010-05-27 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Shadid, James E. (1)",Central District of Illinois,2010-05-27 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Graves, James E., Jr. (1)",Fifth Circuit,2010-06-10 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Boasberg, James E. (1)",District of the District of Columbia,2010-06-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Jackson, Amy B. (1)",District of the District of Columbia,2010-06-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Myerscough, Sue E.",Central District of Illinois,2010-06-17 00:00:00,False,"withdrawn by president July 14, 2010"
"Barack Obama (2009-2017)
",111th,2009,2010,"Hernandez, Marco A. (1)",District of Oregon,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Jones, Steve C. (1)",Northern District of Georgia,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Myerscough, Sue E. (1)",Central District of Illinois,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Nourse, Victoria F.",Seventh Circuit,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Saldaña, Diana (1)",Southern District of Texas,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Simon, Michael H. (1)",District of Oregon,2010-07-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Day, Charles B.",District of Maryland,2010-07-21 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Williams, Kathleen M. (1)",Southern District of Florida,2010-07-21 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Garcia Marmolejo, Marina (1)",Southern District of Texas,2010-07-28 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Butler, Louis B., Jr.",Western District of Wisconsin,2010-09-13 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Chatigny, Robert N.",Second Circuit,2010-09-13 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Chen, Edward M. (1)",Northern District of California,2010-09-13 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Liu, Goodwin",Ninth Circuit,2010-09-13 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"McConnell, John J., Jr. (1)",District of Rhode Island,2010-09-13 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"D'Agostino, Mae A. (1)",Northern District of New York,2010-09-29 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Halligan, Caitlin J.",District of Columbia Circuit,2010-09-29 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Jackson, Richard B. (1)",District of Colorado,2010-09-29 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Reyna, Jimmie V. (1)",Federal Circuit,2010-09-29 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Bissoon, Cathy (1)",Western District of Pennsylvania,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Briccetti, Vincent L. (1)",Southern District of New York,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Dalton, Roy B., Jr. (1)",Middle District of Florida,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Darrow, Sara L. (1)",Central District of Illinois,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Kronstadt, John A. (1)",Central District of California,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Sharp, Kevin H. (1)",Middle District of Tennessee,2010-11-17 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Allen, Arenda L.W. (1)",Eastern District of Virginia,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Cecchi, Claire C. (1)",District of New Jersey,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Donald, Bernice B. (1)",Sixth Circuit,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Hornak, Mark R. (1)",Western District of Pennsylvania,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Mariani, Robert D. (1)",Middle District of Pennsylvania,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Ross, John A. (1)",Eastern District of Missouri,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Salas, Esther (1)",District of New Jersey,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",111th,2009,2010,"Urbanski, Michael F. (1)",Western District of Virginia,2010-12-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Butler, Louis B., Jr.",Western District of Wisconsin,2011-01-05 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Day, Charles B.",District of Maryland,2011-01-05 00:00:00,False,"withdrawn by president October 31, 2011"
"Barack Obama (2009-2017)
",112th,2011,2013,"DuMont, Edward C.",Federal Circuit,2011-01-05 00:00:00,False,"withdrawn by president November 10, 2011"
"Barack Obama (2009-2017)
",112th,2011,2013,"Halligan, Caitlin J.",District of Columbia Circuit,2011-01-05 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Liu, Goodwin",Ninth Circuit,2011-01-05 00:00:00,False,"withdrawn by president July 29, 2011"
"Barack Obama (2009-2017)
",112th,2011,2013,"Nourse, Victoria F.",Seventh Circuit,2011-01-05 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Green, Michael C.",Western District of New York,2011-01-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Silas, Natasha P.",Northern District of Georgia,2011-01-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Walker, Linda T.",Northern District of Georgia,2011-01-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Mikkanen, Arvo",Northern District of Oklahoma,2011-02-02 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Six, Steve",Tenth Circuit,2011-03-09 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Márquez, Rosemary (1)",District of Arizona,2011-06-23 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Shwartz, Patty (1)",Third Circuit,2011-10-05 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Taranto, Richard G. (1)",Federal Circuit,2011-11-10 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Bacharach, Robert E. (1)",Tenth Circuit,2012-01-23 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Kayatta, William J., Jr. (1)",First Circuit,2012-01-23 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Cadish, Elissa F.",District of Nevada,2012-02-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Pryor, Jill A. (1)",Eleventh Circuit,2012-02-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Davis, Brian J. (1)",Middle District of Florida,2012-02-29 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Dick, Shelly D. (1)",Middle District of Louisiana,2012-04-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Halligan, Caitlin J.",District of Columbia Circuit,2012-06-11 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Orrick, William H. III (1)",Northern District of California,2012-06-11 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Srinivasan, Srikanth (1)",District of Columbia Circuit,2012-06-11 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Chappell, Sheri P. (1)",Middle District of Florida,2012-06-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Failla, Katherine P. (1)",Southern District of New York,2012-06-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Nunley, Troy L. (1)",Eastern District of California,2012-06-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Barnett, Mark A. (1)",Court of International Trade,2012-07-12 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Chen, Pamela K.M. (1)",Eastern District of New York,2012-08-02 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Dorsey, Jennifer A. (1)",District of Nevada,2012-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Gordon, Andrew P. (1)",District of Nevada,2012-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Halligan, Caitlin J.",District of Columbia Circuit,2012-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"McShane, Michael J. (1)",District of Oregon,2012-09-19 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Jackson, Ketanji B. (1)",District of the District of Columbia,2012-09-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Román, Nelson S. (1)",Southern District of New York,2012-09-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Caproni, Valerie E. (1)",Southern District of New York,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Gonzales, Kenneth J. (1)",District of New Mexico,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Kelly, Claire R. (1)",Court of International Trade,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Moore, Raymond P. (1)",District of Colorado,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"O'Connell, Beverly R. (1)",Central District of California,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Thomas, William L.",Southern District of Florida,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Torres, Analisa (1)",Southern District of New York,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Watson, Derrick K. (1)",District of Hawaii,2012-11-14 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Quiñones Alejandro, Nitza I. (1)",Eastern District of Pennsylvania,2012-11-27 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Restrepo, Luis F. (1)",Eastern District of Pennsylvania,2012-11-27 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",112th,2011,2013,"Schmehl, Jeffrey L. (1)",Eastern District of Pennsylvania,2012-11-27 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Cadish, Elissa F.",District of Nevada,2013-01-04 00:00:00,False,"withdrawn by president March 13, 2013"
"Barack Obama (2009-2017)
",113th,2013,2014,"Halligan, Caitlin J.",District of Columbia Circuit,2013-01-04 00:00:00,False,"withdrawn by president March 22, 2013"
"Barack Obama (2009-2017)
",113th,2013,2014,"Márquez, Rosemary (1)",District of Arizona,2013-01-04 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Pryor, Jill A. (1)",Eleventh Circuit,2013-01-04 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Thomas, William L.",Southern District of Florida,2013-01-04 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"McHugh, Carolyn B. (1)",Tenth Circuit,2013-05-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Reeves, Pamela L. (1)",Eastern District of Tennessee,2013-05-16 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Brooks, Timothy L. (1)",Western District of Arkansas,2013-06-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Meyer, Jeffrey A. (1)",District of Connecticut,2013-06-07 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Donato, James (1)",Northern District of California,2013-06-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Freeman, Beth L. (1)",Northern District of California,2013-06-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"May-Parker, Jennifer P.",Eastern District of North Carolina,2013-06-20 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Delgado Hernández, Pedro A. (1)",District of Puerto Rico,2013-06-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Hendricks, Bruce H. (1)",District of South Carolina,2013-06-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Lee, Alison R.",District of South Carolina,2013-06-26 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Chhabria, Vince G. (1)",Northern District of California,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Leitman, Matthew F. (1)",Eastern District of Michigan,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Levy, Judith E. (1)",Eastern District of Michigan,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Michelson, Laurie J. (1)",Eastern District of Michigan,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Moody, James M., Jr. (1)",Eastern District of Arkansas,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Parker, Linda V. (1)",Eastern District of Michigan,2013-07-25 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Cooper, Christopher R. (1)",District of the District of Columbia,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Crabtree, Daniel D. (1)",District of Kansas,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Friedland, Michelle T. (1)",Ninth Circuit,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Harpool, M. Douglas (1)",Western District of Missouri,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Lipman, Sheryl H. (1)",Western District of Tennessee,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"McHugh, Gerald A., Jr. (1)",Eastern District of Pennsylvania,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Moritz, Nancy L. (1)",Tenth Circuit,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Owens, John B. (1)",Ninth Circuit,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Smith, Edward G. (1)",Eastern District of Pennsylvania,2013-08-01 00:00:00,False,no Senate vote
"Barack Obama (2009-2017)
",113th,2013,2014,"Bashant, Cynthia A. (1)",Southern District of California,2013-09-19 00:00:00,False,no Senate vote
